,ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Nonzero
15839,F00041653,789,0,0,2,30,35.0,7,2,6
15840,F00041660,790,0,0,2,40,30.0,1,3,6
15841,F00041665,789,0,0,2,50,42.0,1,1,6
15842,F00041666,789,0,0,2,60,5.0,2,3,6
15843,F00041668,790,0,0,2,60,18.0,21,2,6
15844,F00041670,789,0,0,2,60,,3,1,6
15845,F00041678,850,0,0,2,10,36.0,1,3,6
15846,F00041679,850,0,0,2,20,15.0,22,2,6
15847,F00041681,851,0,0,2,20,20.0,9,2,6
15848,F00041683,851,0,0,2,20,26.0,12,1,6
15849,F00041686,851,0,0,2,30,10.0,19,2,6
15850,F00041687,851,0,0,2,30,19.0,20,2,6
15851,F00041694,851,0,0,2,55,35.0,4,2,6
15852,F00041695,851,0,0,2,60,21.0,15,3,6
15853,F00041698,851,0,0,2,20,34.0,3,1,6
15854,F00041700,916,0,0,2,15,40.0,1,2,6
15855,F00041701,915,0,0,2,20,10.0,10,2,6
15856,F00041702,915,0,0,2,20,,20,2,6
15857,F00041704,915,0,0,2,20,35.0,4,3,6
15858,F00041705,915,0,0,2,20,41.0,6,2,6
15859,F00041709,915,0,0,2,30,37.0,10,1,6
15860,F00041712,915,0,0,2,40,38.0,0,2,5
15861,F00041713,915,0,0,2,50,12.0,23,3,6
15862,F00041717,915,0,0,2,60,27.0,12,1,6
15863,F00041720,915,0,0,2,40,,24,2,6
15864,F00041723,984,0,0,2,5,,26,3,6
15865,F00041727,984,0,0,2,15,24.0,13,1,6
15866,F00041729,984,0,0,2,20,16.0,24,2,6
15867,F00041730,984,0,0,2,20,20.0,24,1,6
15868,F00041731,984,0,0,2,20,22.0,22,3,6
15869,F00041732,984,0,0,2,20,24.0,10,1,6
15870,F00041735,984,0,0,2,20,32.0,7,2,6
15871,F00041738,984,0,0,2,20,40.0,2,2,6
15872,F00041739,984,0,0,2,20,42.0,4,1,6
15873,F00041748,984,0,0,2,30,19.0,19,3,6
15874,F00041751,984,0,0,2,30,36.0,2,1,6
15875,F00041752,984,0,0,2,40,13.0,22,1,6
15876,F00041754,984,0,0,2,40,21.0,18,2,6
15877,F00041758,984,0,0,2,40,29.0,14,2,6
15878,F00041759,984,0,0,2,40,30.0,10,1,6
15879,F00041760,984,0,0,2,40,,10,3,6
15880,F00041761,984,0,0,2,50,25.0,14,2,6
15881,F00041765,984,0,0,2,60,29.0,15,2,6
15882,F00041766,984,0,0,2,70,22.0,17,3,6
15883,F00041771,1056,0,0,2,10,30.0,3,1,6
15884,F00041772,1056,0,0,2,15,17.0,22,2,6
15885,F00041779,1056,0,0,2,20,27.0,14,1,6
15886,F00041780,1056,0,0,2,20,28.0,12,2,6
15887,F00041784,1056,0,0,2,30,,18,3,6
15888,F00041785,1056,0,0,2,30,27.0,2,2,6
15889,F00041788,1056,0,0,2,40,13.0,27,1,6
15890,F00041789,1056,0,0,2,40,17.0,24,2,6
15891,F00041791,1056,0,0,2,40,21.0,21,2,6
15892,F00041793,1056,0,0,2,40,,18,1,6
15893,F00041794,1056,0,0,2,40,30.0,15,2,6
15894,F00041798,1056,0,0,2,45,38.0,2,2,6
15895,F00041800,1056,0,0,2,50,38.0,7,1,6
15896,F00041802,1056,0,0,2,80,36.0,7,3,6
15897,F00041806,1056,0,0,2,40,40.0,3,2,6
15898,F00041808,1132,0,0,2,5,41.0,2,1,6
15899,F00041809,1132,0,0,2,10,26.0,18,2,6
15900,F00041810,1132,0,0,2,10,29.0,6,2,6
15901,F00041812,1132,0,0,2,10,35.0,3,2,6
15902,F00041813,1132,0,0,2,10,35.0,8,2,6
15903,F00041816,1132,0,0,2,15,36.0,6,3,6
15904,F00041818,1132,0,0,2,20,9.0,26,2,6
15905,F00041819,1132,0,0,2,20,10.0,23,2,6
15906,F00041820,1132,0,0,2,20,,26,1,6
15907,F00041825,1132,0,0,2,20,30.0,0,2,5
15908,F00041827,1132,0,0,2,20,36.0,5,2,6
15909,F00041830,1132,0,0,2,25,22.0,20,2,6
15910,F00041831,1132,0,0,2,25,40.0,4,2,6
15911,F00041834,1132,0,0,2,30,25.0,13,2,6
15912,F00041835,1132,0,0,2,30,31.0,12,2,6
15913,F00041838,1132,0,0,2,35,46.0,2,2,6
15914,F00041842,1132,0,0,2,40,40.0,2,2,6
15915,F00041847,1132,0,0,2,40,28.0,12,1,6
15916,F00041848,1132,0,0,2,40,33.0,15,2,6
15917,F00041849,1132,0,0,2,20,29.0,12,3,6
15918,F00041852,1212,0,0,2,40,27.0,17,3,6
15919,F00041853,1212,0,0,2,5,30.0,4,2,6
15920,F00041858,1212,0,0,2,15,22.0,19,1,6
15921,F00041862,1212,0,0,2,20,20.0,9,3,6
15922,F00041867,1212,0,0,2,20,35.0,5,2,6
15923,F00041871,1212,0,0,2,25,25.0,24,2,6
15924,F00041872,1212,0,0,2,25,30.0,13,1,6
15925,F00041873,1212,0,0,2,25,34.0,7,1,6
15926,F00041881,1212,0,0,2,40,30.0,18,1,6
15927,F00041882,1212,0,0,2,40,31.0,18,1,6
15928,F00041884,1212,0,0,2,50,30.0,5,1,6
15929,F00041887,1212,0,0,2,60,22.0,17,2,6
15930,F00041889,1212,0,0,2,60,40.0,4,2,6
15931,F00041895,1212,0,0,2,20,43.0,0,3,5
15932,F00041896,1212,0,0,2,40,43.0,1,2,6
15933,F00041897,1296,0,0,2,20,27.0,15,2,6
15934,F00041900,1297,0,0,2,10,30.0,5,2,6
15935,F00041903,1297,0,0,2,15,18.0,24,2,6
15936,F00041904,1296,0,0,2,15,21.0,18,2,6
15937,F00041905,1296,0,0,2,15,38.0,6,3,6
15938,F00041907,1296,0,0,2,20,13.0,29,2,6
15939,F00041908,1296,0,0,2,20,15.0,24,1,6
15940,F00041910,1296,0,0,2,20,21.0,13,2,6
15941,F00041912,1297,0,0,2,20,35.0,1,3,6
15942,F00041915,1296,0,0,2,25,20.0,18,2,6
15943,F00041916,1296,0,0,2,30,15.0,30,2,6
15944,F00041919,1296,0,0,2,30,34.0,6,3,6
15945,F00041920,1296,0,0,2,30,45.0,1,2,6
15946,F00041922,1297,0,0,2,40,15.0,25,3,6
15947,F00041923,1296,0,0,2,40,30.0,16,2,6
15948,F00041924,1296,0,0,2,40,36.0,8,1,6
15949,F00041927,1296,0,0,2,50,40.0,5,2,6
15950,F00041930,1296,0,0,2,60,20.0,19,2,6
15951,F00041933,1296,0,0,2,60,43.0,2,2,6
15952,F00041935,1297,0,0,2,20,26.0,15,2,6
15953,F00041936,1297,0,0,2,10,12.0,8,2,6
15954,F00041938,1297,0,0,2,50,36.0,8,1,6
15955,F00041940,1385,0,0,2,10,23.0,20,2,6
15956,F00041941,1385,0,0,2,10,24.0,6,1,6
15957,F00041943,1385,0,0,2,10,30.0,10,1,6
15958,F00041950,1385,0,0,2,20,10.0,30,1,6
15959,F00041953,1385,0,0,2,20,14.0,25,2,6
15960,F00041961,1385,0,0,2,25,,16,2,6
15961,F00041962,1385,0,0,2,25,27.0,19,1,6
15962,F00041964,1385,0,0,2,30,29.0,6,1,6
15963,F00041969,1385,0,0,2,40,15.0,19,1,6
15964,F00041973,1385,0,0,2,40,31.0,16,2,6
15965,F00041974,1385,0,0,2,40,35.0,8,3,6
15966,F00041982,1385,0,0,2,60,33.0,13,2,6
15967,F00041983,1385,0,0,2,60,45.0,4,2,6
15968,F00041985,1385,0,0,2,20,38.0,6,1,6
15969,F00041986,1385,0,0,2,25,45.0,3,2,6
15970,F00041988,1385,0,0,2,30,34.0,11,1,6
15971,F00041991,1478,0,0,2,10,40.0,0,2,5
15972,F00041992,1478,0,0,2,10,50.0,1,3,6
15973,F00041996,1478,0,0,2,20,,28,1,6
15974,F00042003,1478,0,0,2,20,30.0,17,1,6
15975,F00042004,1478,0,0,2,20,38.0,7,1,6
15976,F00042008,1478,0,0,2,25,29.0,16,2,6
15977,F00042012,1478,0,0,2,30,30.0,14,2,6
15978,F00042018,1478,0,0,2,40,29.0,17,2,6
15979,F00042019,1478,0,0,2,40,31.0,17,2,6
15980,F00042027,1478,0,0,2,60,,10,3,6
15981,F00042032,1478,0,0,2,40,28.0,16,1,6
15982,F00042034,1478,0,0,2,40,42.0,4,1,6
15983,F00042044,1576,0,0,2,20,13.0,30,3,6
15984,F00042045,1575,0,0,2,20,15.0,28,2,6
15985,F00042046,1576,0,0,2,20,17.0,30,1,6
15986,F00042047,1576,0,0,2,20,,29,1,6
15987,F00042049,1576,0,0,2,20,22.0,16,2,6
15988,F00042051,1575,0,0,2,20,24.0,27,1,6
15989,F00042056,1575,0,0,2,20,,0,1,5
15990,F00042057,1576,0,0,2,30,13.0,32,1,6
15991,F00042058,1576,0,0,2,30,20.0,27,3,6
15992,F00042060,1576,0,0,2,30,45.0,0,2,5
15993,F00042062,1575,0,0,2,40,16.0,31,2,6
15994,F00042064,1575,0,0,2,40,43.0,6,1,6
15995,F00042067,1576,0,0,2,50,40.0,5,2,6
15996,F00042071,1576,0,0,2,60,38.0,9,1,6
15997,F00042074,1576,0,0,2,30,16.0,29,1,6
15998,F00042076,1576,0,0,2,50,45.0,9,1,6
15999,F00042077,1575,0,0,2,15,23.0,25,1,6
16000,F00042078,1576,0,0,2,25,40.0,8,2,6
16001,F00042081,1678,0,0,2,10,40.0,8,1,6
16002,F00042082,1678,0,0,2,15,10.0,29,2,6
16003,F00042083,1678,0,0,2,15,20.0,9,2,6
16004,F00042087,1678,0,0,2,20,12.0,30,1,6
16005,F00042088,1678,0,0,2,20,18.0,23,1,6
16006,F00042089,1678,0,0,2,20,,29,2,6
16007,F00042092,1678,0,0,2,20,23.0,22,3,6
16008,F00042093,1678,0,0,2,20,25.0,4,2,6
16009,F00042102,1678,0,0,2,30,46.0,4,1,6
16010,F00042105,1678,0,0,2,40,18.0,29,1,6
16011,F00042114,1678,0,0,2,20,39.0,9,2,6
16012,F00042118,1785,0,0,2,20,,10,1,6
16013,F00042119,1785,0,0,2,30,37.0,12,2,6
16014,F00042120,1785,0,0,2,10,5.0,20,2,6
16015,F00042127,1785,0,0,2,20,15.0,34,1,6
16016,F00042133,1785,0,0,2,20,25.0,19,1,6
16017,F00042135,1785,0,0,2,20,31.0,6,2,6
16018,F00042142,1786,0,0,2,30,15.0,25,1,6
16019,F00042148,1785,0,0,2,40,5.0,35,1,6
16020,F00042152,1785,0,0,2,40,35.0,6,2,6
16021,F00042153,1785,0,0,2,40,35.0,14,2,6
16022,F00042155,1785,0,0,2,40,40.0,11,2,6
16023,F00042157,1786,0,0,2,40,42.0,7,3,6
16024,F00042158,1785,0,0,2,40,51.0,0,2,5
16025,F00042159,1785,0,0,2,40,51.0,5,1,6
16026,F00042160,1785,0,0,2,60,25.0,20,3,6
16027,F00042161,1785,0,0,2,60,,2,1,6
16028,F00042162,1785,0,0,2,20,30.0,20,2,6
16029,F00042163,1785,0,0,2,20,45.0,8,2,6
16030,F00042164,1785,0,0,2,40,13.0,25,2,6
16031,F00042166,1786,0,0,2,20,,29,2,6
16032,F00042169,1898,0,0,2,20,22.0,14,1,6
16033,F00042171,1898,0,0,2,10,31.0,16,2,6
16034,F00042173,1898,0,0,2,10,47.0,1,1,6
16035,F00042175,1898,0,0,2,15,6.0,10,3,6
16036,F00042176,1898,0,0,2,15,13.0,35,1,6
16037,F00042180,1898,0,0,2,20,18.0,28,2,6
16038,F00042182,1898,0,0,2,20,28.0,26,1,6
16039,F00042187,1898,0,0,2,25,40.0,12,2,6
16040,F00042188,1898,0,0,2,30,19.0,21,2,6
16041,F00042190,1898,0,0,2,30,30.0,8,3,6
16042,F00042192,1898,0,0,2,30,34.0,9,2,6
16043,F00042199,1898,0,0,2,40,49.0,2,2,6
16044,F00042201,1898,0,0,2,60,38.0,17,2,6
16045,F00042202,1898,0,0,2,60,45.0,3,3,6
16046,F00042204,1898,0,0,2,20,46.0,8,3,6
16047,F00042205,1898,0,0,2,30,36.0,13,1,6
16048,F00042206,1898,0,0,2,60,46.0,4,2,6
16049,F00042207,1898,0,0,2,10,45.0,6,2,6
16050,F00042208,1898,0,0,2,20,,20,1,6
16051,F00042209,1898,0,0,2,20,32.0,13,3,6
16052,F00042211,1898,0,0,2,40,,12,2,6
16053,F00042212,1898,0,0,2,40,39.0,15,2,6
16054,F00042213,1898,0,0,2,25,30.0,16,2,6
16055,F00042215,2015,0,0,2,10,22.0,30,2,6
16056,F00042217,2015,0,0,2,10,30.0,19,1,6
16057,F00042220,2016,0,0,2,15,22.0,27,1,6
16058,F00042222,2016,0,0,2,20,22.0,26,2,6
16059,F00042224,2016,0,0,2,25,30.0,9,1,6
16060,F00042226,2016,0,0,2,25,50.0,1,2,6
16061,F00042231,2016,0,0,2,30,,9,2,6
16062,F00042235,2015,0,0,2,40,38.0,11,2,6
16063,F00042236,2016,0,0,2,40,46.0,5,2,6
16064,F00042238,2015,0,0,2,80,,12,2,6
16065,F00042239,2015,0,0,2,50,40.0,14,2,6
16066,F00042240,2016,0,0,2,60,46.0,12,1,6
16067,F00042247,2016,0,0,2,20,42.0,7,2,6
16068,F00042248,2139,0,0,2,5,13.0,35,2,6
16069,F00042255,2138,0,0,2,20,35.0,20,2,6
16070,F00042256,2139,0,0,2,20,38.0,12,3,6
16071,F00042257,2139,0,0,2,20,42.0,9,2,6
16072,F00042259,2139,0,0,2,20,,3,2,6
16073,F00042264,2139,0,0,2,30,33.0,17,3,6
16074,F00042265,2138,0,0,2,30,42.0,10,3,6
16075,F00042266,2138,0,0,2,30,,10,1,6
16076,F00042271,2138,0,0,2,40,52.0,4,2,6
16077,F00042272,2139,0,0,2,45,30.0,23,2,6
16078,F00042274,2138,0,0,2,50,37.0,15,3,6
16079,F00042275,2139,0,0,2,55,43.0,9,3,6
16080,F00042276,2139,0,0,2,60,30.0,21,3,6
16081,F00042277,2139,0,0,2,80,29.0,16,3,6
16082,F00042281,2138,0,0,2,40,22.0,30,3,6
16083,F00042286,2138,0,0,2,20,50.0,4,2,6
16084,F00042288,2267,0,0,2,10,23.0,21,3,6
16085,F00042291,2267,0,0,2,15,30.0,24,1,6
16086,F00042292,2267,0,0,2,15,45.0,9,3,6
16087,F00042295,2267,0,0,2,20,33.0,16,1,6
16088,F00042297,2267,0,0,2,25,32.0,17,3,6
16089,F00042300,2267,0,0,2,30,23.0,29,2,6
16090,F00042302,2267,0,0,2,30,54.0,2,1,6
16091,F00042310,2267,0,0,2,60,42.0,7,2,6
16092,F00042311,2267,0,0,2,80,36.0,17,2,6
16093,F00042314,2267,0,0,2,5,5.0,39,1,6
16094,F00042315,2267,0,0,2,20,,18,1,6
16095,F00042317,2267,0,0,2,30,30.0,21,2,6
16096,F00042318,2267,0,0,2,35,18.0,34,2,6
16097,F00042319,2401,0,0,2,5,24.0,30,3,6
16098,F00042324,2402,0,0,2,15,,15,2,6
16099,F00042325,2402,0,0,2,15,36.0,4,3,6
16100,F00042328,2401,0,0,2,20,,2,2,6
16101,F00042337,2401,0,0,2,30,42.0,10,3,6
16102,F00042341,2401,0,0,2,40,27.0,7,2,6
16103,F00042342,2401,0,0,2,40,44.0,11,1,6
16104,F00042348,2401,0,0,2,60,42.0,4,2,6
16105,F00042353,2401,0,0,2,60,49.0,5,1,6
16106,F00042354,2402,0,0,2,20,48.0,3,2,6
16107,F00042356,2401,0,0,2,15,10.0,35,3,6
16108,F00042359,2542,0,0,2,5,30.0,13,1,6
16109,F00042360,2541,0,0,2,10,20.0,26,3,6
16110,F00042364,2541,0,0,2,15,10.0,37,2,6
16111,F00042365,2542,0,0,2,20,27.0,26,2,6
16112,F00042366,2541,0,0,2,20,34.0,18,1,6
16113,F00042371,2542,0,0,2,40,,1,3,6
16114,F00042372,2542,0,0,2,40,40.0,17,2,6
16115,F00042373,2541,0,0,2,40,42.0,9,1,6
16116,F00042386,2688,0,0,2,10,33.0,21,2,6
16117,F00042387,2688,0,0,2,10,39.0,17,2,6
16118,F00042390,2688,0,0,2,20,40.0,22,2,6
16119,F00042391,2688,0,0,2,20,45.0,8,3,6
16120,F00042392,2688,0,0,2,20,46.0,12,1,6
16121,F00042393,2688,0,0,2,20,54.0,2,2,6
16122,F00042394,2688,0,0,2,20,62.0,0,3,5
16123,F00042396,2688,0,0,2,25,,25,2,6
16124,F00042397,2688,0,0,2,25,34.0,17,2,6
16125,F00042399,2688,0,0,2,30,35.0,9,2,6
16126,F00042403,2688,0,0,2,60,27.0,32,1,6
16127,F00042404,2688,0,0,2,60,54.0,2,3,6
16128,F00042405,2688,0,0,2,40,39.0,20,2,6
16129,F00042408,2688,0,0,2,20,,27,2,6
16130,F00042409,2688,0,0,2,10,40.0,13,2,6
16131,F00042413,2688,0,0,2,15,40.0,5,1,6
16132,F00042415,2840,0,0,2,10,19.0,32,2,6
16133,F00042416,2840,0,0,2,10,37.0,21,2,6
16134,F00042420,2840,0,0,2,15,35.0,18,2,6
16135,F00042422,2840,0,0,2,20,12.0,40,2,6
16136,F00042425,2840,0,0,2,20,20.0,33,1,6
16137,F00042428,2840,0,0,2,20,55.0,0,1,5
16138,F00042430,2840,0,0,2,30,17.0,40,2,6
16139,F00042433,2840,0,0,2,40,,13,1,6
16140,F00042434,2840,0,0,2,30,40.0,12,1,6
16141,F00042435,2840,0,0,2,15,28.0,27,2,6
16142,F00042436,2840,0,0,2,20,42.0,11,2,6
16143,F00042442,2999,0,0,2,5,29.0,24,3,6
16144,F00042449,2999,0,0,2,20,37.0,17,3,6
16145,F00042450,2999,0,0,2,20,41.0,12,3,6
16146,F00042452,2999,0,0,2,20,55.0,1,3,6
16147,F00042453,2999,0,0,2,20,59.0,6,1,6
16148,F00042460,2999,0,0,2,60,49.0,9,1,6
16149,F00042462,2999,0,0,2,10,42.0,11,1,6
16150,F00042463,2999,0,0,2,60,23.0,24,2,6
16151,F00042464,3165,0,0,2,10,18.0,37,1,6
16152,F00042465,3164,0,0,2,10,48.0,2,1,6
16153,F00042466,3165,0,0,2,20,5.0,32,3,6
16154,F00042467,3164,0,0,2,20,22.0,35,1,6
16155,F00042468,3164,0,0,2,20,23.0,32,1,6
16156,F00042473,3164,0,0,2,40,37.0,17,2,6
16157,F00042474,3165,0,0,2,40,,21,2,6
16158,F00042476,3164,0,0,2,40,47.0,10,2,6
16159,F00042479,3164,0,0,2,20,35.0,25,1,6
16160,F00042481,3165,0,0,2,40,56.0,5,1,6
16161,F00042483,3165,0,0,2,20,50.0,11,2,6
16162,F00042489,3336,0,0,2,15,47.0,15,2,6
16163,F00042491,3336,0,0,2,20,18.0,42,1,6
16164,F00042492,3337,0,0,2,20,24.0,32,2,6
16165,F00042495,3337,0,0,2,60,5.0,46,2,6
16166,F00042500,3336,0,0,2,20,52.0,8,2,6
16167,F00042510,3516,0,0,2,30,40.0,17,3,6
16168,F00042516,3516,0,0,2,40,54.0,5,1,6
16169,F00042518,3516,0,0,2,40,35.0,27,1,6
16170,F00042519,3516,0,0,2,25,54.0,3,2,6
16171,F00042522,3702,0,0,2,20,46.0,16,1,6
16172,F00042527,3896,0,0,2,10,54.0,7,2,6
16173,F00042530,3895,0,0,2,5,41.0,21,2,6
16174,F00042538,4096,0,0,2,60,33.0,30,1,6
16175,F00042542,151,0,1,2,15,17.0,1,2,7
16176,F00042544,150,0,1,2,30,10.0,1,2,7
16177,F00042548,209,0,1,2,25,14.0,7,1,7
16178,F00042553,232,0,1,2,20,25.0,1,3,7
16179,F00042555,232,0,1,2,30,,4,1,7
16180,F00042556,232,0,1,2,35,20.0,3,1,7
16181,F00042558,256,0,1,2,20,19.0,4,3,7
16182,F00042559,257,0,1,2,30,15.0,7,1,7
16183,F00042561,257,0,1,2,40,15.0,4,2,7
16184,F00042563,256,0,1,2,50,28.0,0,2,6
16185,F00042565,283,0,1,2,15,24.0,2,1,7
16186,F00042566,283,0,1,2,20,14.0,9,1,7
16187,F00042568,283,0,1,2,25,21.0,7,1,7
16188,F00042571,311,0,1,2,20,,12,2,7
16189,F00042572,311,0,1,2,40,24.0,4,2,7
16190,F00042575,342,0,1,2,15,,3,2,7
16191,F00042579,342,0,1,2,40,21.0,5,2,7
16192,F00042580,342,0,1,2,50,29.0,2,2,7
16193,F00042581,342,0,1,2,50,30.0,2,3,7
16194,F00042582,375,0,1,2,5,12.0,14,2,7
16195,F00042585,375,0,1,2,15,22.0,2,2,7
16196,F00042589,375,0,1,2,25,19.0,5,1,7
16197,F00042592,375,0,1,2,40,23.0,4,2,7
16198,F00042596,411,0,1,2,10,6.0,14,2,7
16199,F00042599,410,0,1,2,15,21.0,5,2,7
16200,F00042602,411,0,1,2,20,13.0,6,2,7
16201,F00042610,410,0,1,2,25,22.0,6,1,7
16202,F00042615,410,0,1,2,40,30.0,0,2,6
16203,F00042617,410,0,1,2,60,21.0,13,2,7
16204,F00042620,448,0,1,2,10,,13,2,7
16205,F00042621,448,0,1,2,10,13.0,3,2,7
16206,F00042622,448,0,1,2,10,27.0,6,1,7
16207,F00042624,448,0,1,2,15,15.0,14,2,7
16208,F00042629,448,0,1,2,30,14.0,15,2,7
16209,F00042635,448,0,1,2,40,27.0,2,3,7
16210,F00042638,448,0,1,2,50,24.0,3,3,7
16211,F00042642,448,0,1,2,90,20.0,6,1,7
16212,F00042643,448,0,1,2,40,30.0,0,2,6
16213,F00042645,488,0,1,2,40,13.0,16,2,7
16214,F00042651,488,0,1,2,20,12.0,3,2,7
16215,F00042652,488,0,1,2,20,13.0,11,2,7
16216,F00042658,488,0,1,2,25,10.0,15,2,7
16217,F00042659,488,0,1,2,30,14.0,13,3,7
16218,F00042660,488,0,1,2,30,14.0,16,2,7
16219,F00042662,489,0,1,2,35,28.0,3,2,7
16220,F00042663,488,0,1,2,35,30.0,1,2,7
16221,F00042667,488,0,1,2,45,30.0,5,1,7
16222,F00042670,488,0,1,2,50,27.0,4,1,7
16223,F00042687,531,0,1,2,20,24.0,3,3,7
16224,F00042688,531,0,1,2,20,27.0,6,2,7
16225,F00042690,531,0,1,2,25,8.0,18,2,7
16226,F00042692,531,0,1,2,25,37.0,1,2,7
16227,F00042693,531,0,1,2,30,10.0,18,1,7
16228,F00042699,531,0,1,2,30,32.0,2,3,7
16229,F00042703,531,0,1,2,40,17.0,13,1,7
16230,F00042706,531,0,1,2,40,24.0,2,2,7
16231,F00042707,531,0,1,2,40,25.0,8,2,7
16232,F00042708,531,0,1,2,40,28.0,3,2,7
16233,F00042709,531,0,1,2,40,30.0,1,2,7
16234,F00042712,531,0,1,2,60,21.0,5,3,7
16235,F00042715,577,0,1,2,5,12.0,18,1,7
16236,F00042718,577,0,1,2,10,20.0,14,2,7
16237,F00042721,577,0,1,2,15,18.0,13,1,7
16238,F00042725,577,0,1,2,15,31.0,0,2,6
16239,F00042726,577,0,1,2,20,5.0,3,2,7
16240,F00042727,577,0,1,2,20,,0,2,6
16241,F00042729,577,0,1,2,20,15.0,11,2,7
16242,F00042730,577,0,1,2,20,20.0,16,2,7
16243,F00042733,577,0,1,2,20,32.0,1,3,7
16244,F00042734,577,0,1,2,25,10.0,2,1,7
16245,F00042741,577,0,1,2,25,30.0,3,2,7
16246,F00042743,577,0,1,2,30,12.0,15,1,7
16247,F00042744,577,0,1,2,30,,15,3,7
16248,F00042746,577,0,1,2,30,23.0,4,3,7
16249,F00042749,577,0,1,2,35,21.0,14,2,7
16250,F00042752,577,0,1,2,40,13.0,9,1,7
16251,F00042754,577,0,1,2,40,,4,2,7
16252,F00042756,577,0,1,2,50,,10,2,7
16253,F00042759,577,0,1,2,60,13.0,14,2,7
16254,F00042764,625,0,1,2,5,30.0,0,2,6
16255,F00042765,626,0,1,2,10,,20,2,7
16256,F00042767,626,0,1,2,10,12.0,12,2,7
16257,F00042770,625,0,1,2,10,18.0,12,3,7
16258,F00042773,626,0,1,2,10,25.0,8,3,7
16259,F00042774,626,0,1,2,15,16.0,16,1,7
16260,F00042778,625,0,1,2,20,14.0,16,2,7
16261,F00042780,626,0,1,2,20,22.0,18,2,7
16262,F00042783,626,0,1,2,20,36.0,2,2,7
16263,F00042784,625,0,1,2,25,19.0,11,1,7
16264,F00042785,625,0,1,2,25,,6,1,7
16265,F00042786,625,0,1,2,25,28.0,3,2,7
16266,F00042787,625,0,1,2,30,12.0,18,1,7
16267,F00042792,625,0,1,2,30,25.0,4,2,7
16268,F00042793,625,0,1,2,35,29.0,0,1,6
16269,F00042794,625,0,1,2,40,14.0,19,3,7
16270,F00042796,626,0,1,2,40,17.0,10,2,7
16271,F00042797,626,0,1,2,40,17.0,13,2,7
16272,F00042800,625,0,1,2,40,30.0,2,2,7
16273,F00042805,626,0,1,2,80,24.0,8,1,7
16274,F00042806,625,0,1,2,10,13.0,16,2,7
16275,F00042807,677,0,1,2,20,,15,3,7
16276,F00042808,677,0,1,2,40,13.0,21,2,7
16277,F00042814,677,0,1,2,10,,10,1,7
16278,F00042818,677,0,1,2,15,17.0,12,2,7
16279,F00042820,677,0,1,2,15,20.0,6,1,7
16280,F00042824,677,0,1,2,20,8.0,12,2,7
16281,F00042826,677,0,1,2,20,22.0,14,2,7
16282,F00042827,677,0,1,2,20,26.0,6,2,7
16283,F00042832,677,0,1,2,25,20.0,11,1,7
16284,F00042839,677,0,1,2,30,23.0,11,3,7
16285,F00042840,677,0,1,2,30,24.0,13,1,7
16286,F00042843,677,0,1,2,30,30.0,1,2,7
16287,F00042844,677,0,1,2,40,15.0,15,2,7
16288,F00042847,677,0,1,2,40,24.0,5,1,7
16289,F00042853,677,0,1,2,50,27.0,9,3,7
16290,F00042854,677,0,1,2,60,14.0,20,3,7
16291,F00042861,732,0,1,2,20,23.0,14,1,7
16292,F00042862,731,0,1,2,5,9.0,22,1,7
16293,F00042863,731,0,1,2,5,18.0,18,2,7
16294,F00042864,731,0,1,2,10,14.0,12,3,7
16295,F00042867,731,0,1,2,10,24.0,11,2,7
16296,F00042871,732,0,1,2,20,19.0,20,1,7
16297,F00042872,732,0,1,2,20,27.0,4,1,7
16298,F00042874,732,0,1,2,25,16.0,17,1,7
16299,F00042881,732,0,1,2,30,20.0,3,2,7
16300,F00042882,732,0,1,2,30,20.0,6,1,7
16301,F00042886,731,0,1,2,40,13.0,13,2,7
16302,F00042892,732,0,1,2,40,25.0,10,1,7
16303,F00042893,731,0,1,2,40,26.0,10,3,7
16304,F00042898,732,0,1,2,50,14.0,17,2,7
16305,F00042899,732,0,1,2,50,18.0,20,2,7
16306,F00042905,731,0,1,2,60,13.0,22,2,7
16307,F00042906,731,0,1,2,60,18.0,15,1,7
16308,F00042907,732,0,1,2,60,24.0,7,1,7
16309,F00042909,731,0,1,2,60,33.0,7,2,7
16310,F00042910,732,0,1,2,20,15.0,17,3,7
16311,F00042914,789,0,1,2,5,20.0,18,3,7
16312,F00042919,789,0,1,2,10,17.0,18,1,7
16313,F00042924,789,0,1,2,15,27.0,11,2,7
16314,F00042925,789,0,1,2,20,8.0,22,2,7
16315,F00042928,789,0,1,2,20,19.0,15,1,7
16316,F00042929,789,0,1,2,20,22.0,10,2,7
16317,F00042931,790,0,1,2,20,22.0,23,1,7
16318,F00042934,789,0,1,2,25,21.0,13,1,7
16319,F00042935,789,0,1,2,25,29.0,7,3,7
16320,F00042937,789,0,1,2,30,22.0,11,2,7
16321,F00042940,789,0,1,2,30,30.0,2,1,7
16322,F00042944,790,0,1,2,40,23.0,18,3,7
16323,F00042945,789,0,1,2,40,24.0,15,1,7
16324,F00042948,790,0,1,2,40,29.0,6,2,7
16325,F00042951,789,0,1,2,50,20.0,14,1,7
16326,F00042953,790,0,1,2,50,,10,1,7
16327,F00042954,790,0,1,2,60,19.0,18,2,7
16328,F00042957,789,0,1,2,60,26.0,13,1,7
16329,F00042958,789,0,1,2,60,32.0,4,3,7
