,Crop_Damage,ID
16446,0,F00043291
16447,0,F00043292
16448,0,F00043299
16449,0,F00043301
16450,0,F00043302
16451,0,F00043304
16452,0,F00043306
16453,0,F00043309
16454,1,F00043312
16455,0,F00043313
16456,0,F00043320
16457,0,F00043321
16458,0,F00043322
16459,0,F00043325
16460,0,F00043329
16461,0,F00043334
16462,0,F00043335
16463,0,F00043339
16464,0,F00043340
16465,0,F00043341
16466,0,F00043344
16467,0,F00043348
16468,0,F00043349
16469,0,F00043350
16470,0,F00043357
16471,0,F00043358
16472,0,F00043359
16473,0,F00043361
16474,0,F00043364
16475,0,F00043367
16476,0,F00043370
16477,0,F00043380
16478,0,F00043381
16479,0,F00043382
16480,1,F00043384
16481,0,F00043390
16482,0,F00043391
16483,0,F00043392
16484,0,F00043393
16485,0,F00043395
16486,0,F00043397
16487,0,F00043398
16488,1,F00043402
16489,0,F00043405
16490,0,F00043406
16491,1,F00043408
16492,0,F00043409
16493,0,F00043413
16494,1,F00043415
16495,0,F00043416
16496,0,F00043419
16497,0,F00043421
16498,0,F00043423
16499,0,F00043424
16500,0,F00043427
16501,0,F00043428
16502,0,F00043435
16503,0,F00043436
16504,0,F00043439
16505,0,F00043440
16506,2,F00043441
16507,1,F00043444
16508,0,F00043447
16509,0,F00043449
16510,0,F00043450
16511,0,F00043453
16512,0,F00043455
16513,0,F00043457
16514,0,F00043466
16515,0,F00043471
16516,0,F00043478
16517,0,F00043480
16518,0,F00043484
16519,0,F00043487
16520,0,F00043488
16521,0,F00043490
16522,0,F00043492
16523,0,F00043493
16524,0,F00043498
16525,0,F00043501
16526,0,F00043502
16527,0,F00043505
16528,0,F00043506
16529,1,F00043509
16530,0,F00043511
16531,0,F00043516
16532,0,F00043521
16533,0,F00043523
16534,0,F00043527
16535,1,F00043531
16536,0,F00043534
16537,0,F00043536
16538,0,F00043544
16539,1,F00043545
16540,0,F00043546
16541,0,F00043548
16542,1,F00043551
16543,0,F00043552
16544,0,F00043559
16545,1,F00043560
16546,0,F00043561
16547,0,F00043566
16548,0,F00043567
16549,0,F00043568
16550,1,F00043571
16551,0,F00043576
16552,0,F00043577
16553,1,F00043581
16554,0,F00043582
16555,0,F00043583
16556,0,F00043584
16557,0,F00043585
16558,0,F00043588
16559,0,F00043590
16560,1,F00043591
16561,1,F00043592
16562,1,F00043595
16563,0,F00043597
16564,0,F00043599
16565,1,F00043602
16566,0,F00043603
16567,1,F00043604
16568,1,F00043605
16569,0,F00043607
16570,0,F00043608
16571,0,F00043613
16572,0,F00043617
16573,1,F00043618
16574,0,F00043622
16575,0,F00043623
16576,0,F00043624
16577,1,F00043626
16578,0,F00043627
16579,0,F00043633
16580,0,F00043644
16581,1,F00043646
16582,0,F00043648
16583,0,F00043649
16584,0,F00043653
16585,1,F00043658
16586,0,F00043666
16587,0,F00043669
16588,0,F00043675
16589,1,F00043680
16590,2,F00043681
16591,0,F00043683
16592,0,F00043686
16593,1,F00043687
16594,0,F00043688
16595,0,F00043690
16596,0,F00043691
16597,0,F00043693
16598,0,F00043695
16599,0,F00043696
16600,0,F00043697
16601,2,F00043698
16602,0,F00043700
16603,0,F00043702
16604,0,F00043703
16605,0,F00043705
16606,0,F00043707
16607,0,F00043713
16608,0,F00043719
16609,0,F00043723
16610,0,F00043726
16611,0,F00043730
16612,0,F00043732
16613,0,F00043734
16614,0,F00043735
16615,0,F00043737
16616,0,F00043738
16617,0,F00043746
16618,0,F00043747
16619,0,F00043751
16620,1,F00043752
16621,0,F00043753
16622,1,F00043758
16623,0,F00043760
16624,0,F00043761
16625,0,F00043763
16626,0,F00043770
16627,0,F00043773
16628,1,F00043777
16629,1,F00043778
16630,0,F00043780
16631,0,F00043785
16632,0,F00043788
16633,0,F00043789
16634,0,F00043790
16635,0,F00043791
16636,0,F00043794
16637,0,F00043796
16638,0,F00043797
16639,0,F00043799
16640,0,F00043805
16641,0,F00043806
16642,0,F00043809
16643,0,F00043810
16644,0,F00043814
16645,1,F00043819
16646,0,F00043829
16647,0,F00043830
16648,0,F00043834
16649,1,F00043837
16650,0,F00043842
16651,0,F00043843
16652,0,F00043846
16653,0,F00043847
16654,0,F00043848
16655,1,F00043850
16656,1,F00043852
16657,0,F00043855
16658,0,F00043857
16659,1,F00043861
16660,0,F00043862
16661,0,F00043863
16662,0,F00043864
16663,0,F00043867
16664,1,F00043870
16665,0,F00043871
16666,1,F00043872
16667,0,F00043873
16668,2,F00043880
16669,0,F00043882
16670,0,F00043893
16671,1,F00043898
16672,1,F00043901
16673,1,F00043905
16674,1,F00043910
16675,1,F00043913
16676,0,F00043917
16677,0,F00043918
16678,0,F00043925
16679,0,F00043926
16680,0,F00043933
16681,0,F00043935
16682,0,F00043939
16683,0,F00043941
16684,0,F00043946
16685,0,F00043949
16686,0,F00043950
16687,0,F00043951
16688,0,F00043954
16689,0,F00043961
16690,0,F00043962
16691,0,F00043964
16692,0,F00043967
16693,0,F00043975
16694,0,F00043976
16695,0,F00043977
16696,0,F00043978
16697,0,F00043983
16698,0,F00043985
16699,0,F00043986
16700,0,F00043988
16701,0,F00043989
16702,0,F00043990
16703,0,F00043991
16704,0,F00043993
16705,0,F00043996
16706,0,F00043998
16707,0,F00044000
16708,0,F00044002
16709,0,F00044008
16710,0,F00044009
16711,0,F00044010
16712,0,F00044012
16713,0,F00044016
16714,0,F00044024
16715,0,F00044025
16716,0,F00044028
16717,0,F00044030
16718,0,F00044031
16719,0,F00044032
16720,0,F00044034
16721,0,F00044038
16722,0,F00044039
16723,0,F00044045
16724,0,F00044046
16725,0,F00044047
16726,0,F00044048
16727,0,F00044052
16728,0,F00044054
16729,0,F00044055
16730,0,F00044056
16731,0,F00044058
16732,0,F00044062
16733,0,F00044064
16734,0,F00044066
16735,0,F00044067
16736,0,F00044069
16737,0,F00044070
16738,0,F00044074
16739,0,F00044076
16740,0,F00044078
16741,0,F00044079
16742,0,F00044081
16743,0,F00044084
16744,0,F00044085
16745,0,F00044090
16746,0,F00044092
16747,0,F00044102
16748,0,F00044104
16749,0,F00044106
16750,0,F00044117
16751,0,F00044118
16752,0,F00044120
16753,0,F00044121
16754,0,F00044122
16755,0,F00044125
16756,0,F00044126
16757,0,F00044128
16758,0,F00044130
16759,0,F00044132
16760,0,F00044133
16761,0,F00044136
16762,0,F00044139
16763,0,F00044149
16764,0,F00044154
16765,0,F00044155
16766,0,F00044159
16767,0,F00044160
16768,0,F00044165
16769,0,F00044166
16770,0,F00044175
16771,0,F00044176
16772,0,F00044182
16773,0,F00044183
16774,0,F00044191
16775,0,F00044195
16776,0,F00044196
16777,1,F00044198
16778,0,F00044202
16779,0,F00044204
16780,0,F00044205
16781,0,F00044218
16782,0,F00044221
16783,0,F00044222
16784,0,F00044224
16785,0,F00044227
16786,0,F00044230
16787,0,F00044231
16788,2,F00044233
16789,0,F00044235
16790,0,F00044236
16791,0,F00044237
16792,0,F00044245
16793,0,F00044251
16794,2,F00044253
16795,0,F00044256
16796,1,F00044258
16797,1,F00044261
16798,0,F00044262
16799,1,F00044265
16800,0,F00044267
16801,1,F00044269
16802,0,F00044270
16803,0,F00044272
16804,0,F00044273
16805,0,F00044275
16806,0,F00044277
16807,0,F00044280
16808,0,F00044281
16809,0,F00044282
16810,0,F00044284
16811,0,F00044285
16812,1,F00044292
16813,0,F00044293
16814,0,F00044297
16815,0,F00044298
16816,0,F00044299
16817,0,F00044301
16818,0,F00044305
16819,0,F00044307
16820,0,F00044308
16821,0,F00044312
16822,0,F00044313
16823,0,F00044314
16824,0,F00044317
16825,0,F00044318
16826,0,F00044323
16827,0,F00044324
16828,0,F00044327
16829,0,F00044333
16830,0,F00044335
16831,0,F00044336
16832,0,F00044337
16833,0,F00044340
16834,0,F00044342
16835,0,F00044343
16836,0,F00044347
16837,0,F00044348
16838,0,F00044349
16839,0,F00044352
16840,0,F00044353
16841,0,F00044356
16842,1,F00044357
16843,1,F00044360
16844,0,F00044362
16845,0,F00044365
16846,0,F00044366
16847,0,F00044367
16848,0,F00044368
16849,0,F00044371
16850,0,F00044372
16851,0,F00044376
16852,0,F00044377
16853,0,F00044381
16854,0,F00044384
16855,0,F00044385
16856,0,F00044386
16857,0,F00044392
16858,0,F00044393
16859,0,F00044394
16860,0,F00044395
16861,0,F00044397
16862,0,F00044398
16863,0,F00044401
16864,0,F00044402
16865,0,F00044406
16866,0,F00044412
16867,0,F00044413
16868,0,F00044415
16869,0,F00044416
16870,0,F00044417
16871,0,F00044418
16872,0,F00044421
16873,0,F00044423
16874,0,F00044425
16875,0,F00044426
16876,0,F00044428
16877,0,F00044429
16878,0,F00044433
16879,0,F00044435
16880,0,F00044436
16881,0,F00044442
16882,0,F00044444
16883,1,F00044445
16884,0,F00044447
16885,1,F00044451
16886,0,F00044453
16887,0,F00044455
16888,0,F00044462
16889,0,F00044464
16890,0,F00044477
16891,0,F00044478
16892,0,F00044479
16893,0,F00044482
16894,0,F00044486
16895,0,F00044488
16896,0,F00044495
16897,0,F00044498
16898,0,F00044500
16899,0,F00044502
16900,0,F00044506
16901,1,F00044507
16902,0,F00044509
16903,0,F00044513
16904,0,F00044514
16905,0,F00044517
16906,0,F00044520
16907,0,F00044523
16908,0,F00044526
16909,0,F00044528
16910,0,F00044537
16911,1,F00044538
16912,0,F00044539
16913,1,F00044540
16914,0,F00044542
16915,0,F00044546
16916,1,F00044550
16917,0,F00044559
16918,0,F00044560
16919,1,F00044561
16920,0,F00044563
16921,1,F00044570
16922,1,F00044572
16923,1,F00044577
16924,0,F00044583
16925,1,F00044585
16926,1,F00044586
16927,2,F00044589
16928,2,F00044590
16929,1,F00044594
16930,1,F00044596
16931,0,F00044599
16932,2,F00044601
16933,2,F00044603
16934,1,F00044605
16935,0,F00044608
16936,1,F00044609
16937,0,F00044614
16938,0,F00044616
16939,2,F00044619
16940,1,F00044620
16941,1,F00044624
16942,1,F00044625
16943,1,F00044626
16944,2,F00044627
16945,1,F00044630
16946,0,F00044634
16947,0,F00044635
16948,0,F00044642
16949,1,F00044647
16950,0,F00044649
16951,0,F00044653
16952,0,F00044654
16953,0,F00044656
16954,0,F00044660
16955,0,F00044661
16956,0,F00044663
16957,0,F00044668
16958,0,F00044669
16959,0,F00044671
16960,0,F00044672
16961,0,F00044678
16962,0,F00044680
16963,0,F00044681
16964,0,F00044686
16965,0,F00044687
16966,0,F00044692
16967,0,F00044693
16968,0,F00044695
16969,0,F00044696
16970,0,F00044697
16971,0,F00044699
16972,0,F00044701
16973,0,F00044702
16974,0,F00044703
16975,0,F00044704
16976,0,F00044705
16977,0,F00044707
16978,0,F00044709
16979,0,F00044710
16980,0,F00044713
16981,0,F00044717
16982,0,F00044721
16983,0,F00044724
16984,0,F00044726
16985,0,F00044727
16986,0,F00044729
16987,0,F00044731
16988,1,F00044732
16989,0,F00044733
16990,0,F00044734
16991,1,F00044737
16992,0,F00044740
16993,0,F00044741
16994,1,F00044745
16995,0,F00044746
16996,1,F00044749
16997,1,F00044751
16998,0,F00044753
16999,1,F00044755
17000,0,F00044759
17001,0,F00044760
17002,2,F00044761
17003,0,F00044763
17004,0,F00044764
17005,0,F00044767
17006,0,F00044771
17007,0,F00044772
17008,1,F00044773
17009,0,F00044780
17010,1,F00044781
17011,0,F00044786
17012,0,F00044794
17013,1,F00044795
17014,0,F00044799
17015,0,F00044800
17016,0,F00044801
17017,0,F00044803
17018,0,F00044804
17019,1,F00044808
17020,1,F00044809
17021,1,F00044810
17022,0,F00044811
17023,0,F00044815
17024,0,F00044817
17025,0,F00044818
17026,0,F00044819
17027,0,F00044820
17028,0,F00044822
17029,0,F00044826
17030,0,F00044827
17031,0,F00044830
17032,0,F00044831
17033,0,F00044836
17034,0,F00044839
17035,2,F00044842
17036,0,F00044843
17037,0,F00044847
17038,1,F00044848
17039,0,F00044859
17040,0,F00044862
17041,0,F00044864
17042,0,F00044867
17043,0,F00044868
17044,1,F00044871
17045,0,F00044872
17046,2,F00044875
17047,2,F00044876
17048,0,F00044877
17049,1,F00044878
17050,0,F00044881
17051,1,F00044882
17052,0,F00044883
17053,0,F00044884
17054,0,F00044886
17055,0,F00044887
17056,0,F00044888
17057,0,F00044889
17058,0,F00044891
17059,1,F00044894
17060,1,F00044899
17061,0,F00044901
17062,0,F00044902
17063,0,F00044904
17064,0,F00044905
17065,0,F00044910
17066,0,F00044913
17067,0,F00044914
17068,0,F00044918
17069,0,F00044921
17070,2,F00044922
17071,1,F00044924
17072,1,F00044928
17073,0,F00044930
17074,0,F00044932
17075,0,F00044933
17076,1,F00044935
17077,0,F00044936
17078,1,F00044946
17079,1,F00044947
17080,0,F00044949
17081,1,F00044953
17082,1,F00044955
17083,1,F00044956
17084,0,F00044957
17085,1,F00044959
17086,0,F00044961
17087,0,F00044963
17088,0,F00044964
17089,0,F00044965
17090,0,F00044968
17091,0,F00044969
17092,1,F00044972
17093,1,F00044974
17094,0,F00044976
17095,1,F00044978
17096,0,F00044979
17097,0,F00044981
17098,1,F00044989
17099,1,F00044992
17100,0,F00044994
17101,1,F00044998
17102,1,F00044999
17103,1,F00045000
17104,1,F00045003
17105,1,F00045004
17106,2,F00045008
17107,0,F00045009
17108,0,F00045011
17109,1,F00045012
17110,1,F00045013
17111,0,F00045014
17112,0,F00045015
17113,1,F00045016
17114,2,F00045017
17115,1,F00045021
17116,0,F00045022
17117,0,F00045024
17118,0,F00045025
17119,2,F00045028
17120,1,F00045030
17121,0,F00045035
17122,0,F00045036
17123,0,F00045037
17124,0,F00045038
17125,0,F00045040
17126,0,F00045045
17127,0,F00045046
17128,1,F00045052
17129,1,F00045061
17130,2,F00045063
17131,0,F00045064
17132,0,F00045072
17133,1,F00045074
17134,0,F00045075
17135,0,F00045076
17136,0,F00045078
17137,0,F00045079
17138,0,F00045081
17139,2,F00045082
17140,1,F00045083
17141,0,F00045084
17142,0,F00045090
17143,1,F00045091
17144,0,F00045092
17145,0,F00045098
17146,0,F00045099
17147,0,F00045100
17148,0,F00045101
17149,0,F00045103
17150,0,F00045104
17151,2,F00045106
17152,0,F00045109
17153,1,F00045110
17154,2,F00045112
17155,0,F00045118
17156,0,F00045125
17157,0,F00045126
17158,1,F00045130
17159,0,F00045132
17160,1,F00045136
17161,0,F00045145
17162,0,F00045147
17163,1,F00045150
17164,0,F00045153
17165,1,F00045155
17166,1,F00045158
17167,0,F00045159
17168,2,F00045161
17169,0,F00045162
17170,0,F00045163
17171,1,F00045164
17172,0,F00045168
17173,0,F00045171
17174,1,F00045174
17175,2,F00045177
17176,1,F00045179
17177,0,F00045184
17178,1,F00045185
17179,0,F00045186
17180,1,F00045187
17181,0,F00045188
17182,0,F00045190
17183,1,F00045191
17184,2,F00045192
17185,1,F00045198
17186,1,F00045205
17187,0,F00045207
17188,1,F00045208
17189,2,F00045210
17190,1,F00045211
17191,1,F00045212
17192,0,F00045213
17193,0,F00045214
17194,1,F00045215
17195,1,F00045223
17196,0,F00045225
17197,1,F00045226
17198,1,F00045230
17199,0,F00045231
17200,1,F00045233
17201,1,F00045234
17202,0,F00045236
17203,1,F00045237
17204,0,F00045238
17205,0,F00045239
17206,0,F00045242
17207,0,F00045248
17208,0,F00045249
17209,0,F00045253
17210,0,F00045256
17211,0,F00045257
17212,0,F00045264
17213,0,F00045271
17214,0,F00045272
17215,0,F00045273
17216,0,F00045274
17217,0,F00045275
17218,0,F00045278
17219,0,F00045279
17220,0,F00045283
17221,0,F00045284
17222,1,F00045286
17223,0,F00045287
17224,0,F00045289
17225,0,F00045291
17226,1,F00045294
17227,0,F00045296
17228,0,F00045299
17229,0,F00045300
17230,0,F00045302
17231,0,F00045306
17232,0,F00045307
17233,0,F00045308
17234,0,F00045309
17235,0,F00045310
17236,0,F00045315
17237,0,F00045320
17238,0,F00045322
17239,0,F00045324
17240,0,F00045327
17241,0,F00045328
17242,0,F00045332
17243,0,F00045336
17244,0,F00045340
17245,0,F00045346
17246,0,F00045350
17247,0,F00045351
17248,0,F00045354
17249,0,F00045357
17250,0,F00045358
17251,0,F00045362
17252,0,F00045363
17253,0,F00045371
17254,0,F00045375
17255,0,F00045378
17256,0,F00045383
17257,0,F00045387
17258,0,F00045388
17259,0,F00045393
17260,0,F00045394
17261,1,F00045404
17262,0,F00045405
17263,0,F00045406
17264,0,F00045407
17265,0,F00045411
17266,0,F00045413
17267,0,F00045419
17268,2,F00045421
17269,0,F00045422
17270,0,F00045426
17271,1,F00045428
17272,0,F00045431
17273,0,F00045432
17274,0,F00045436
17275,0,F00045437
17276,0,F00045438
17277,0,F00045439
17278,0,F00045440
17279,0,F00045447
17280,2,F00045449
17281,0,F00045451
17282,0,F00045453
17283,0,F00045456
17284,0,F00045464
17285,0,F00045466
17286,0,F00045472
17287,1,F00045473
17288,0,F00045478
17289,0,F00045479
17290,0,F00045480
17291,0,F00045485
17292,1,F00045486
17293,1,F00045488
17294,0,F00045493
17295,0,F00045498
17296,0,F00045507
17297,0,F00045512
17298,0,F00045517
17299,0,F00045522
17300,1,F00045523
17301,1,F00045524
17302,0,F00045526
17303,0,F00045527
17304,0,F00045528
17305,0,F00045530
17306,0,F00045533
17307,2,F00045534
17308,1,F00045539
17309,0,F00045540
17310,0,F00045550
17311,0,F00045556
17312,0,F00045557
17313,0,F00045559
17314,0,F00045560
17315,0,F00045562
17316,2,F00045563
17317,0,F00045566
17318,0,F00045569
17319,2,F00045570
17320,1,F00045572
17321,1,F00045577
17322,0,F00045578
17323,0,F00045583
17324,0,F00045586
17325,1,F00045588
17326,0,F00045590
17327,1,F00045592
17328,1,F00045593
17329,0,F00045596
17330,0,F00045597
17331,0,F00045603
17332,0,F00045605
17333,0,F00045606
17334,0,F00045607
17335,0,F00045610
17336,0,F00045611
17337,0,F00045612
17338,1,F00045614
17339,0,F00045616
17340,0,F00045618
17341,1,F00045619
17342,0,F00045623
17343,0,F00045624
17344,0,F00045625
17345,0,F00045626
17346,0,F00045629
17347,0,F00045631
17348,0,F00045643
17349,0,F00045645
17350,2,F00045649
17351,0,F00045650
17352,0,F00045651
17353,0,F00045652
17354,1,F00045654
17355,0,F00045661
17356,0,F00045662
17357,0,F00045663
17358,0,F00045668
17359,0,F00045671
17360,0,F00045675
17361,1,F00045676
17362,0,F00045678
17363,0,F00045679
17364,0,F00045682
17365,1,F00045684
17366,1,F00045687
17367,0,F00045692
17368,0,F00045698
17369,1,F00045699
17370,0,F00045707
17371,1,F00045708
17372,0,F00045711
17373,0,F00045712
17374,0,F00045713
17375,0,F00045714
17376,0,F00045715
17377,0,F00045718
17378,0,F00045725
17379,0,F00045726
17380,1,F00045733
17381,2,F00045736
17382,1,F00045739
17383,0,F00045741
17384,1,F00045742
17385,0,F00045743
17386,1,F00045744
17387,0,F00045747
17388,1,F00045755
17389,0,F00045758
17390,0,F00045759
17391,1,F00045760
17392,0,F00045761
17393,1,F00045762
17394,0,F00045763
17395,1,F00045765
17396,0,F00045767
17397,1,F00045772
17398,1,F00045773
17399,0,F00045776
17400,1,F00045777
17401,0,F00045780
17402,0,F00045781
17403,1,F00045787
17404,0,F00045788
17405,0,F00045793
17406,1,F00045797
17407,0,F00045799
17408,0,F00045814
17409,0,F00045815
17410,0,F00045820
17411,0,F00045821
17412,0,F00045822
17413,0,F00045826
17414,0,F00045827
17415,0,F00045831
17416,0,F00045833
17417,0,F00045834
17418,0,F00045835
17419,0,F00045837
17420,0,F00045841
17421,0,F00045843
17422,0,F00045846
17423,0,F00045847
17424,0,F00045855
17425,0,F00045860
17426,0,F00045861
17427,0,F00045863
17428,0,F00045866
17429,0,F00045867
17430,0,F00045873
17431,0,F00045874
17432,0,F00045879
17433,0,F00045880
17434,0,F00045881
17435,0,F00045882
17436,0,F00045889
17437,0,F00045891
17438,0,F00045893
17439,0,F00045894
17440,0,F00045896
17441,0,F00045899
17442,0,F00045905
17443,0,F00045908
17444,0,F00045912
17445,0,F00045913
17446,0,F00045915
17447,0,F00045923
17448,0,F00045925
17449,0,F00045926
17450,0,F00045931
17451,0,F00045932
17452,1,F00045934
17453,0,F00045935
17454,0,F00045936
17455,0,F00045938
17456,0,F00045939
17457,0,F00045943
17458,0,F00045944
17459,0,F00045945
17460,0,F00045948
17461,2,F00045950
17462,0,F00045953
17463,0,F00045955
17464,0,F00045957
17465,0,F00045959
17466,0,F00045962
17467,0,F00045963
17468,1,F00045965
17469,0,F00045969
17470,0,F00045970
17471,0,F00045971
17472,0,F00045974
17473,0,F00045979
17474,0,F00045980
17475,0,F00045981
17476,0,F00045982
17477,0,F00045983
17478,0,F00045984
17479,0,F00045985
17480,1,F00045991
17481,0,F00045995
17482,0,F00045999
17483,0,F00046002
17484,0,F00046004
17485,0,F00046005
17486,0,F00046006
17487,0,F00046008
17488,0,F00046010
17489,0,F00046011
17490,1,F00046012
17491,0,F00046014
17492,1,F00046018
17493,0,F00046020
17494,0,F00046023
17495,0,F00046025
17496,0,F00046026
17497,0,F00046028
17498,0,F00046031
17499,0,F00046032
17500,0,F00046035
17501,0,F00046041
17502,0,F00046045
17503,0,F00046048
17504,0,F00046050
17505,0,F00046052
17506,0,F00046054
17507,0,F00046055
17508,0,F00046058
17509,0,F00046063
17510,0,F00046064
17511,0,F00046065
17512,0,F00046066
17513,0,F00046076
17514,0,F00046082
17515,0,F00046083
17516,0,F00046093
17517,1,F00046096
17518,0,F00046101
17519,0,F00046104
17520,1,F00046110
17521,0,F00046112
17522,0,F00046117
17523,0,F00046118
17524,0,F00046119
17525,0,F00046122
17526,0,F00046128
17527,1,F00046135
17528,0,F00046141
17529,0,F00046142
17530,0,F00046144
17531,0,F00046148
17532,0,F00046156
17533,0,F00046160
17534,0,F00046162
17535,0,F00046165
17536,0,F00046168
17537,0,F00046171
17538,0,F00046173
17539,0,F00046174
17540,0,F00046178
17541,0,F00046182
17542,0,F00046184
17543,0,F00046185
17544,0,F00046187
17545,0,F00046192
17546,1,F00046196
17547,0,F00046197
17548,0,F00046198
17549,0,F00046201
17550,0,F00046202
17551,0,F00046205
17552,0,F00046209
17553,0,F00046212
17554,0,F00046215
17555,0,F00046216
17556,0,F00046219
17557,0,F00046221
17558,0,F00046227
17559,0,F00046231
17560,0,F00046235
17561,0,F00046240
17562,0,F00046249
17563,0,F00046250
17564,0,F00046252
17565,0,F00046255
17566,0,F00046256
17567,0,F00046258
17568,0,F00046259
17569,0,F00046261
17570,0,F00046262
17571,0,F00046264
17572,0,F00046265
17573,0,F00046266
17574,0,F00046267
17575,0,F00046268
17576,0,F00046271
17577,0,F00046278
17578,0,F00046286
17579,0,F00046287
17580,0,F00046289
17581,0,F00046292
17582,0,F00046293
17583,0,F00046294
17584,0,F00046295
17585,0,F00046297
17586,0,F00046300
17587,0,F00046304
17588,0,F00046306
17589,0,F00046307
17590,0,F00046310
17591,0,F00046314
17592,0,F00046318
17593,0,F00046319
17594,0,F00046321
17595,1,F00046322
17596,2,F00046329
17597,0,F00046330
17598,0,F00046334
17599,0,F00046335
17600,0,F00046338
17601,0,F00046343
17602,2,F00046344
17603,2,F00046346
17604,0,F00046347
17605,0,F00046351
17606,0,F00046353
17607,0,F00046359
17608,0,F00046362
17609,0,F00046369
17610,0,F00046376
17611,1,F00046378
17612,0,F00046380
17613,0,F00046382
17614,0,F00046385
17615,1,F00046387
17616,0,F00046389
17617,0,F00046391
17618,0,F00046393
17619,1,F00046395
17620,1,F00046399
17621,0,F00046405
17622,0,F00046408
17623,0,F00046410
17624,0,F00046412
17625,0,F00046417
17626,0,F00046418
17627,1,F00046419
17628,0,F00046421
17629,0,F00046429
17630,1,F00046434
17631,1,F00046435
17632,0,F00046437
17633,1,F00046439
17634,1,F00046440
17635,0,F00046442
17636,1,F00046445
17637,1,F00046448
17638,0,F00046450
17639,1,F00046451
17640,0,F00046458
17641,0,F00046460
17642,0,F00046462
17643,0,F00046467
17644,0,F00046470
17645,0,F00046471
17646,0,F00046473
17647,2,F00046477
17648,0,F00046479
17649,0,F00046485
17650,0,F00046490
17651,0,F00046491
17652,0,F00046493
17653,2,F00046494
17654,0,F00046497
17655,0,F00046499
17656,1,F00046504
17657,0,F00046506
17658,0,F00046507
17659,0,F00046509
17660,0,F00046510
17661,0,F00046513
17662,0,F00046514
17663,0,F00046516
17664,0,F00046520
17665,0,F00046521
17666,0,F00046523
17667,0,F00046524
17668,0,F00046531
17669,2,F00046532
17670,0,F00046536
17671,0,F00046539
17672,0,F00046541
17673,0,F00046542
17674,0,F00046545
17675,1,F00046558
17676,0,F00046560
17677,0,F00046568
17678,0,F00046569
17679,0,F00046570
17680,0,F00046572
17681,0,F00046573
17682,1,F00046575
17683,0,F00046582
17684,2,F00046586
17685,1,F00046593
17686,0,F00046594
17687,1,F00046595
17688,0,F00046597
17689,1,F00046602
17690,0,F00046606
17691,0,F00046608
17692,0,F00046609
17693,0,F00046612
17694,0,F00046613
17695,1,F00046615
17696,1,F00046616
17697,0,F00046618
17698,1,F00046627
17699,0,F00046633
17700,0,F00046634
17701,1,F00046636
17702,1,F00046637
17703,0,F00046640
17704,1,F00046644
17705,1,F00046649
17706,0,F00046651
17707,0,F00046653
17708,0,F00046654
17709,0,F00046657
17710,1,F00046659
17711,0,F00046661
17712,0,F00046662
17713,0,F00046674
17714,0,F00046675
17715,0,F00046676
17716,0,F00046681
17717,0,F00046683
17718,0,F00046685
17719,0,F00046686
17720,0,F00046688
17721,0,F00046689
17722,0,F00046690
17723,0,F00046692
17724,1,F00046694
17725,0,F00046695
17726,2,F00046697
17727,1,F00046700
17728,1,F00046704
17729,1,F00046707
17730,0,F00046708
17731,0,F00046709
17732,0,F00046712
17733,1,F00046716
17734,0,F00046721
17735,0,F00046722
17736,2,F00046725
17737,0,F00046728
17738,0,F00046734
17739,2,F00046735
17740,0,F00046740
17741,0,F00046744
17742,0,F00046746
17743,1,F00046747
17744,0,F00046748
17745,0,F00046753
17746,0,F00046754
17747,0,F00046755
17748,1,F00046756
17749,1,F00046758
17750,0,F00046759
17751,0,F00046764
17752,0,F00046765
17753,1,F00046766
17754,0,F00046767
17755,0,F00046768
17756,1,F00046769
17757,1,F00046770
17758,1,F00046775
17759,1,F00046777
17760,0,F00046779
17761,0,F00046785
17762,0,F00046787
17763,0,F00046788
17764,0,F00046791
17765,0,F00046792
17766,0,F00046795
17767,0,F00046798
17768,0,F00046805
17769,0,F00046807
17770,0,F00046809
17771,0,F00046810
17772,1,F00046811
17773,1,F00046815
17774,0,F00046820
17775,0,F00046822
17776,0,F00046824
17777,0,F00046829
17778,1,F00046831
17779,0,F00046832
17780,0,F00046841
17781,0,F00046843
17782,1,F00046844
17783,0,F00046847
17784,0,F00046848
17785,0,F00046850
17786,0,F00046852
17787,0,F00046853
17788,1,F00046854
17789,1,F00046856
17790,1,F00046858
17791,1,F00046864
17792,1,F00046865
17793,0,F00046869
17794,0,F00046871
17795,1,F00046874
17796,0,F00046876
17797,0,F00046879
17798,0,F00046885
17799,1,F00046886
17800,0,F00046891
17801,0,F00046892
17802,0,F00046893
17803,0,F00046894
17804,0,F00046897
17805,0,F00046898
17806,0,F00046899
17807,0,F00046901
17808,0,F00046904
17809,0,F00046906
17810,0,F00046908
17811,0,F00046909
17812,0,F00046915
17813,0,F00046918
17814,0,F00046923
17815,0,F00046924
17816,0,F00046925
17817,0,F00046928
17818,0,F00046932
17819,0,F00046934
17820,0,F00046939
17821,0,F00046941
17822,0,F00046942
17823,0,F00046945
17824,0,F00046949
17825,0,F00046950
17826,0,F00046952
17827,0,F00046953
17828,0,F00046954
17829,0,F00046956
17830,0,F00046957
17831,0,F00046958
17832,0,F00046959
17833,0,F00046960
17834,0,F00046961
17835,0,F00046963
17836,0,F00046964
17837,0,F00046968
17838,0,F00046969
17839,0,F00046971
17840,0,F00046975
17841,0,F00046977
17842,0,F00046983
17843,0,F00046984
