,ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Nonzero
4911,F00008628,1056,1,0,2,25,40.0,8,1,0,6
4912,F00008630,1056,1,0,2,40,22.0,15,2,0,6
4913,F00008634,1132,1,0,2,5,10.0,25,3,0,6
4914,F00008636,1132,1,0,2,5,17.0,18,2,0,6
4915,F00008637,1132,1,0,2,10,15.0,18,2,0,6
4916,F00008640,1132,1,0,2,10,,16,2,0,6
4917,F00008642,1132,1,0,2,10,30.0,13,2,0,6
4918,F00008643,1132,1,0,2,15,12.0,26,3,0,6
4919,F00008645,1132,1,0,2,20,17.0,1,2,0,6
4920,F00008646,1132,1,0,2,20,28.0,14,2,0,6
4921,F00008647,1132,1,0,2,20,,3,2,0,6
4922,F00008649,1132,1,0,2,25,42.0,1,2,0,6
4923,F00008652,1132,1,0,2,30,35.0,1,2,0,6
4924,F00008654,1132,1,0,2,40,35.0,9,2,0,6
4925,F00008658,1132,1,0,2,10,20.0,20,2,1,7
4926,F00008659,1212,1,0,2,5,16.0,19,2,0,6
4927,F00008660,1212,1,0,2,5,22.0,21,3,0,6
4928,F00008661,1212,1,0,2,10,14.0,17,2,0,6
4929,F00008662,1212,1,0,2,10,15.0,8,3,0,6
4930,F00008663,1212,1,0,2,10,18.0,23,1,0,6
4931,F00008665,1212,1,0,2,10,23.0,9,2,0,6
4932,F00008666,1212,1,0,2,10,26.0,12,3,0,6
4933,F00008667,1212,1,0,2,10,,6,3,0,6
4934,F00008668,1212,1,0,2,15,10.0,24,3,0,6
4935,F00008669,1212,1,0,2,15,15.0,4,2,0,6
4936,F00008672,1212,1,0,2,20,24.0,14,2,0,6
4937,F00008673,1212,1,0,2,20,28.0,6,2,0,6
4938,F00008677,1212,1,0,2,30,29.0,12,3,0,6
4939,F00008679,1212,1,0,2,20,29.0,3,1,1,7
4940,F00008681,1296,1,0,2,5,12.0,20,1,0,6
4941,F00008683,1296,1,0,2,10,,6,3,0,6
4942,F00008684,1296,1,0,2,10,33.0,5,2,0,6
4943,F00008686,1296,1,0,2,15,37.0,2,3,0,6
4944,F00008687,1297,1,0,2,15,42.0,5,3,0,6
4945,F00008689,1297,1,0,2,20,25.0,14,2,0,6
4946,F00008693,1296,1,0,2,20,35.0,8,1,0,6
4947,F00008694,1296,1,0,2,20,36.0,5,1,0,6
4948,F00008695,1296,1,0,2,25,29.0,2,1,0,6
4949,F00008697,1296,1,0,2,30,18.0,25,3,0,6
4950,F00008698,1296,1,0,2,30,24.0,15,3,0,6
4951,F00008702,1296,1,0,2,60,30.0,15,2,0,6
4952,F00008703,1296,1,0,2,60,39.0,11,1,0,6
4953,F00008704,1297,1,0,2,5,19.0,20,3,1,7
4954,F00008705,1296,1,0,2,20,25.0,18,1,1,7
4955,F00008706,1296,1,0,2,5,27.0,13,2,1,7
4956,F00008707,1296,1,0,2,15,37.0,7,1,1,7
4957,F00008708,1296,1,0,2,10,34.0,4,2,2,7
4958,F00008711,1385,1,0,2,5,24.0,16,2,0,6
4959,F00008712,1385,1,0,2,5,25.0,11,2,0,6
4960,F00008713,1385,1,0,2,5,30.0,6,2,0,6
4961,F00008716,1385,1,0,2,10,14.0,27,2,0,6
4962,F00008717,1385,1,0,2,10,20.0,15,1,0,6
4963,F00008718,1385,1,0,2,10,22.0,19,2,0,6
4964,F00008719,1385,1,0,2,10,30.0,9,2,0,6
4965,F00008721,1385,1,0,2,10,33.0,6,2,0,6
4966,F00008722,1385,1,0,2,10,35.0,8,2,0,6
4967,F00008728,1385,1,0,2,20,30.0,6,2,0,6
4968,F00008730,1385,1,0,2,20,40.0,0,2,0,5
4969,F00008731,1385,1,0,2,25,34.0,4,1,0,6
4970,F00008732,1385,1,0,2,30,25.0,22,3,0,6
4971,F00008733,1385,1,0,2,30,,11,3,0,6
4972,F00008735,1385,1,0,2,40,38.0,2,1,0,6
4973,F00008738,1478,1,0,2,5,7.0,19,1,0,6
4974,F00008739,1478,1,0,2,5,15.0,17,1,0,6
4975,F00008742,1478,1,0,2,10,10.0,32,3,0,6
4976,F00008743,1478,1,0,2,10,13.0,26,3,0,6
4977,F00008745,1478,1,0,2,10,15.0,20,2,0,6
4978,F00008747,1478,1,0,2,10,24.0,17,2,0,6
4979,F00008748,1478,1,0,2,10,40.0,0,2,0,5
4980,F00008749,1478,1,0,2,20,14.0,32,1,0,6
4981,F00008752,1478,1,0,2,20,44.0,5,1,0,6
4982,F00008754,1478,1,0,2,30,15.0,27,3,0,6
4983,F00008755,1478,1,0,2,35,40.0,3,3,0,6
4984,F00008757,1478,1,0,2,40,42.0,7,3,0,6
4985,F00008765,1575,1,0,2,10,12.0,33,1,0,6
4986,F00008766,1576,1,0,2,10,20.0,3,1,0,6
4987,F00008767,1576,1,0,2,10,26.0,23,1,0,6
4988,F00008768,1575,1,0,2,10,35.0,7,1,0,6
4989,F00008770,1576,1,0,2,15,12.0,26,3,0,6
4990,F00008771,1576,1,0,2,20,15.0,5,2,0,6
4991,F00008772,1575,1,0,2,20,19.0,28,2,0,6
4992,F00008773,1576,1,0,2,20,26.0,11,1,0,6
4993,F00008775,1575,1,0,2,20,30.0,8,2,0,6
4994,F00008776,1576,1,0,2,20,40.0,7,2,0,6
4995,F00008778,1576,1,0,2,25,,15,2,0,6
4996,F00008780,1576,1,0,2,40,25.0,18,1,0,6
4997,F00008781,1576,1,0,2,40,30.0,8,3,0,6
4998,F00008784,1678,1,0,2,5,43.0,5,1,0,6
4999,F00008786,1678,1,0,2,5,17.0,13,2,0,6
5000,F00008787,1678,1,0,2,10,15.0,24,1,0,6
5001,F00008790,1678,1,0,2,10,32.0,14,1,0,6
5002,F00008792,1678,1,0,2,10,40.0,9,2,0,6
5003,F00008796,1678,1,0,2,20,30.0,14,2,0,6
5004,F00008797,1678,1,0,2,20,33.0,17,3,0,6
5005,F00008798,1678,1,0,2,20,35.0,14,2,0,6
5006,F00008800,1678,1,0,2,20,36.0,8,3,0,6
5007,F00008801,1678,1,0,2,20,42.0,3,2,0,6
5008,F00008803,1678,1,0,2,30,23.0,20,1,0,6
5009,F00008806,1678,1,0,2,40,30.0,16,1,0,6
5010,F00008808,1678,1,0,2,10,,28,1,1,7
5011,F00008811,1785,1,0,2,5,22.0,16,1,0,6
5012,F00008812,1785,1,0,2,10,13.0,33,2,0,6
5013,F00008813,1785,1,0,2,10,14.0,34,1,0,6
5014,F00008814,1785,1,0,2,10,35.0,13,2,0,6
5015,F00008815,1785,1,0,2,10,49.0,0,2,0,5
5016,F00008816,1785,1,0,2,15,,33,2,0,6
5017,F00008817,1785,1,0,2,20,26.0,17,1,0,6
5018,F00008818,1785,1,0,2,20,30.0,9,2,0,6
5019,F00008819,1785,1,0,2,20,34.0,13,1,0,6
5020,F00008820,1785,1,0,2,20,40.0,0,2,0,5
5021,F00008823,1785,1,0,2,40,22.0,30,3,0,6
5022,F00008832,1898,1,0,2,5,30.0,16,3,0,6
5023,F00008833,1898,1,0,2,5,42.0,4,3,0,6
5024,F00008838,1898,1,0,2,20,24.0,15,3,0,6
5025,F00008840,1898,1,0,2,20,35.0,14,2,0,6
5026,F00008842,1898,1,0,2,30,44.0,6,1,0,6
5027,F00008844,1898,1,0,2,60,,11,2,0,6
5028,F00008847,1898,1,0,2,10,14.0,34,1,2,7
5029,F00008848,2015,1,0,2,5,22.0,17,1,0,6
5030,F00008851,2016,1,0,2,10,14.0,33,2,0,6
5031,F00008852,2016,1,0,2,10,15.0,22,1,0,6
5032,F00008854,2015,1,0,2,10,16.0,27,1,0,6
5033,F00008856,2016,1,0,2,10,25.0,17,2,0,6
5034,F00008857,2015,1,0,2,10,34.0,15,2,0,6
5035,F00008858,2015,1,0,2,10,36.0,16,1,0,6
5036,F00008859,2015,1,0,2,10,41.0,6,2,0,6
5037,F00008860,2015,1,0,2,15,19.0,29,2,0,6
5038,F00008861,2016,1,0,2,20,15.0,35,2,0,6
5039,F00008862,2015,1,0,2,20,17.0,32,3,0,6
5040,F00008864,2015,1,0,2,20,35.0,2,3,0,6
5041,F00008869,2016,1,0,2,60,30.0,15,1,0,6
5042,F00008870,2016,1,0,2,10,,22,3,1,7
5043,F00008871,2015,1,0,2,10,31.0,20,1,2,7
5044,F00008873,2138,1,0,2,5,,15,3,0,6
5045,F00008877,2138,1,0,2,10,23.0,27,1,0,6
5046,F00008882,2139,1,0,2,15,18.0,2,2,0,6
5047,F00008883,2139,1,0,2,20,30.0,21,1,0,6
5048,F00008885,2138,1,0,2,20,,12,1,0,6
5049,F00008886,2138,1,0,2,20,40.0,12,1,0,6
5050,F00008889,2138,1,0,2,40,47.0,4,3,0,6
5051,F00008890,2139,1,0,2,45,36.0,18,2,0,6
5052,F00008891,2267,1,0,2,10,24.0,27,3,0,6
5053,F00008892,2267,1,0,2,5,40.0,4,1,0,6
5054,F00008893,2267,1,0,2,5,40.0,10,3,0,6
5055,F00008898,2267,1,0,2,10,38.0,2,2,0,6
5056,F00008901,2267,1,0,2,15,25.0,24,3,0,6
5057,F00008903,2267,1,0,2,15,30.0,19,2,0,6
5058,F00008904,2267,1,0,2,15,40.0,12,1,0,6
5059,F00008905,2267,1,0,2,15,41.0,3,2,0,6
5060,F00008906,2267,1,0,2,15,45.0,6,2,0,6
5061,F00008907,2267,1,0,2,20,10.0,29,2,0,6
5062,F00008909,2267,1,0,2,20,37.0,15,2,0,6
5063,F00008910,2267,1,0,2,20,43.0,1,2,0,6
5064,F00008911,2267,1,0,2,20,46.0,7,3,0,6
5065,F00008912,2267,1,0,2,20,48.0,4,1,0,6
5066,F00008913,2267,1,0,2,20,53.0,6,3,0,6
5067,F00008915,2267,1,0,2,40,20.0,11,3,0,6
5068,F00008916,2267,1,0,2,40,48.0,4,2,0,6
5069,F00008918,2401,1,0,2,5,24.0,15,1,0,6
5070,F00008919,2401,1,0,2,10,23.0,12,1,0,6
5071,F00008922,2402,1,0,2,10,,2,2,0,6
5072,F00008923,2402,1,0,2,10,48.0,4,1,0,6
5073,F00008924,2402,1,0,2,15,25.0,22,2,0,6
5074,F00008926,2401,1,0,2,15,36.0,17,2,0,6
5075,F00008927,2401,1,0,2,15,43.0,10,2,0,6
5076,F00008930,2401,1,0,2,20,19.0,33,2,0,6
5077,F00008931,2402,1,0,2,20,45.0,6,3,0,6
5078,F00008932,2401,1,0,2,10,40.0,4,1,1,7
5079,F00008933,2401,1,0,2,10,50.0,2,2,1,7
5080,F00008936,2542,1,0,2,10,15.0,18,2,0,6
5081,F00008937,2542,1,0,2,10,26.0,24,1,0,6
5082,F00008938,2541,1,0,2,10,27.0,9,3,0,6
5083,F00008939,2541,1,0,2,10,53.0,1,2,0,6
5084,F00008942,2542,1,0,2,30,19.0,6,1,0,6
5085,F00008945,2541,1,0,2,40,47.0,2,3,0,6
5086,F00008946,2541,1,0,2,20,27.0,4,1,1,7
5087,F00008951,2688,1,0,2,5,38.0,6,2,0,6
5088,F00008952,2688,1,0,2,10,38.0,15,3,0,6
5089,F00008953,2687,1,0,2,10,48.0,4,3,0,6
5090,F00008955,2688,1,0,2,30,40.0,7,2,0,6
5091,F00008956,2688,1,0,2,40,23.0,14,2,0,6
5092,F00008957,2687,1,0,2,40,,8,1,0,6
5093,F00008959,2840,1,0,2,5,,13,1,0,6
5094,F00008960,2840,1,0,2,10,,3,2,0,6
5095,F00008961,2840,1,0,2,10,37.0,14,2,0,6
5096,F00008963,2840,1,0,2,20,,22,1,0,6
5097,F00008964,2840,1,0,2,30,,8,2,0,6
5098,F00008965,2999,1,0,2,5,,15,2,0,6
5099,F00008966,2999,1,0,2,5,46.0,14,3,0,6
5100,F00008967,2999,1,0,2,5,51.0,5,2,0,6
5101,F00008969,2999,1,0,2,15,50.0,4,3,0,6
5102,F00008970,2999,1,0,2,40,,26,1,0,6
5103,F00008971,2999,1,0,2,40,48.0,5,2,0,6
5104,F00008972,2999,1,0,2,10,20.0,14,1,1,7
5105,F00008973,2999,1,0,2,20,33.0,5,2,1,7
5106,F00008975,2999,1,0,2,20,8.0,24,2,1,7
5107,F00008976,3164,1,0,2,5,18.0,17,1,0,6
5108,F00008977,3164,1,0,2,5,,17,2,0,6
5109,F00008978,3164,1,0,2,5,18.0,32,3,0,6
5110,F00008980,3164,1,0,2,20,34.0,16,2,0,6
5111,F00008982,3164,1,0,2,30,40.0,17,2,0,6
5112,F00008985,3337,1,0,2,20,,36,1,0,6
5113,F00008986,3337,1,0,2,20,51.0,9,2,0,6
5114,F00008989,3516,1,0,2,5,,32,2,0,6
5115,F00008990,3516,1,0,2,5,27.0,20,1,0,6
5116,F00008992,3516,1,0,2,20,42.0,21,2,1,7
5117,F00008997,168,0,0,1,0,0.0,0,1,0,2
5118,F00009001,488,1,0,1,0,0.0,0,2,2,4
5119,F00009002,488,1,1,1,0,0.0,0,2,1,5
5120,F00009004,531,1,1,1,0,0.0,0,2,1,5
5121,F00009006,625,1,0,1,0,0.0,0,2,1,4
5122,F00009007,625,1,1,1,0,0.0,0,2,1,5
5123,F00009009,731,0,0,1,0,0.0,0,2,1,3
5124,F00009010,732,1,1,1,0,0.0,0,2,1,5
5125,F00009012,851,1,1,1,0,0.0,0,2,2,5
5126,F00009013,915,0,0,1,0,0.0,0,2,1,3
5127,F00009014,984,0,0,1,0,0.0,0,2,1,3
5128,F00009016,1385,1,0,1,0,,0,1,2,5
5129,F00009017,1385,1,1,1,0,0.0,0,2,1,5
5130,F00009020,1678,0,1,1,0,0.0,0,1,1,4
5131,F00009022,1785,1,0,1,0,0.0,0,2,1,4
5132,F00009024,1898,0,0,1,0,,0,2,1,4
5133,F00009026,2267,0,1,1,0,0.0,0,1,0,3
5134,F00009032,2999,1,0,1,0,0.0,0,2,2,4
5135,F00009033,3895,1,1,1,0,0.0,0,1,1,5
5136,F00009035,151,0,0,3,20,21.0,0,3,0,4
5137,F00009036,150,0,1,3,15,19.0,0,2,0,5
5138,F00009037,150,0,1,3,20,6.0,0,2,0,5
5139,F00009038,150,0,1,3,10,,0,1,1,6
5140,F00009039,150,0,1,3,30,16.0,0,1,2,6
5141,F00009040,168,0,0,3,5,12.0,0,1,0,4
5142,F00009042,168,0,0,3,10,11.0,0,2,0,4
5143,F00009043,168,0,0,3,10,14.0,0,3,0,4
5144,F00009047,168,0,1,3,60,18.0,0,1,0,5
5145,F00009048,188,0,0,3,50,20.0,0,1,0,4
5146,F00009052,209,0,1,3,40,10.0,0,2,0,5
5147,F00009053,209,0,1,3,50,26.0,0,2,0,5
5148,F00009054,232,0,0,3,25,31.0,0,2,0,4
5149,F00009055,232,0,0,3,35,23.0,0,1,0,4
5150,F00009057,256,0,0,3,30,18.0,0,3,0,4
5151,F00009061,257,0,1,3,20,,0,1,0,5
5152,F00009063,256,0,1,3,30,21.0,0,2,0,5
5153,F00009074,311,0,0,3,35,26.0,0,2,0,4
5154,F00009076,312,0,1,3,15,10.0,0,1,0,5
5155,F00009077,312,0,1,3,15,22.0,0,1,0,5
5156,F00009078,312,0,1,3,15,26.0,0,2,0,5
5157,F00009079,311,0,1,3,15,30.0,0,3,0,5
5158,F00009080,312,0,1,3,20,25.0,0,2,0,5
5159,F00009082,312,0,1,3,35,28.0,0,2,0,5
5160,F00009083,342,0,0,3,60,35.0,0,2,0,4
5161,F00009084,342,0,1,3,25,25.0,0,1,0,5
5162,F00009086,375,0,0,3,25,23.0,0,1,0,4
5163,F00009088,375,0,1,3,10,26.0,0,2,0,5
5164,F00009090,375,0,1,3,15,7.0,0,2,0,5
5165,F00009093,410,0,0,3,10,22.0,0,1,0,4
5166,F00009095,411,0,0,3,20,26.0,0,3,0,4
5167,F00009099,410,0,0,3,50,34.0,0,2,0,4
5168,F00009100,411,0,0,3,55,,0,2,0,4
5169,F00009101,410,0,0,3,55,33.0,0,2,0,4
5170,F00009102,410,0,0,3,40,29.0,0,2,1,5
5171,F00009103,410,0,0,3,40,28.0,0,1,1,5
5172,F00009107,410,0,1,3,30,25.0,0,1,0,5
5173,F00009111,410,0,1,3,15,22.0,0,3,1,6
5174,F00009112,448,0,0,3,10,,0,3,0,4
5175,F00009113,448,0,0,3,10,14.0,0,1,0,4
5176,F00009114,448,0,0,3,10,37.0,0,1,0,4
5177,F00009115,448,0,0,3,20,8.0,0,2,0,4
5178,F00009116,448,0,0,3,40,34.0,0,2,0,4
5179,F00009117,448,0,0,3,40,22.0,0,2,1,5
5180,F00009118,448,0,1,3,5,9.0,0,3,0,5
5181,F00009119,448,0,1,3,20,21.0,0,3,0,5
5182,F00009121,448,0,1,3,30,23.0,0,2,0,5
5183,F00009124,448,0,1,3,40,10.0,0,2,0,5
5184,F00009131,488,0,0,3,40,30.0,0,3,0,4
5185,F00009133,488,0,0,3,20,32.0,0,1,1,5
5186,F00009135,488,0,1,3,10,5.0,0,2,0,5
5187,F00009137,488,0,1,3,35,34.0,0,2,0,5
5188,F00009138,488,0,1,3,60,,0,2,0,5
5189,F00009140,531,0,0,3,5,28.0,0,2,0,4
5190,F00009143,531,0,0,3,15,39.0,0,2,0,4
5191,F00009144,531,0,0,3,20,,0,2,0,4
5192,F00009145,531,0,0,3,20,30.0,0,1,0,4
5193,F00009149,531,0,0,3,40,30.0,0,2,0,4
5194,F00009150,531,0,0,3,60,38.0,0,2,0,4
5195,F00009153,531,0,1,3,30,18.0,0,1,0,5
5196,F00009156,531,0,1,3,45,34.0,0,1,1,6
5197,F00009158,531,0,1,3,25,32.0,0,1,1,6
5198,F00009159,531,0,1,3,10,20.0,0,3,2,6
5199,F00009160,577,0,0,3,10,30.0,0,3,0,4
5200,F00009161,577,0,0,3,10,38.0,0,2,0,4
5201,F00009162,577,0,0,3,20,12.0,0,3,0,4
5202,F00009165,577,0,0,3,50,32.0,0,1,0,4
5203,F00009167,577,0,0,3,10,28.0,0,3,1,5
5204,F00009168,577,0,1,3,5,19.0,0,2,0,5
5205,F00009169,577,0,1,3,5,,0,3,0,5
5206,F00009171,577,0,1,3,10,21.0,0,1,0,5
5207,F00009172,577,0,1,3,25,8.0,0,2,0,5
5208,F00009174,577,0,1,3,35,32.0,0,2,0,5
5209,F00009175,577,0,1,3,40,39.0,0,1,0,5
5210,F00009177,577,0,1,3,80,,0,2,0,5
5211,F00009179,626,0,0,3,20,9.0,0,1,0,4
5212,F00009180,625,0,0,3,20,,0,3,0,4
5213,F00009181,625,0,0,3,25,40.0,0,2,0,4
5214,F00009182,625,0,0,3,40,,0,2,0,4
5215,F00009184,625,0,0,3,50,41.0,0,1,0,4
5216,F00009185,625,0,0,3,60,38.0,0,2,0,4
5217,F00009187,626,0,1,3,10,36.0,0,3,0,5
5218,F00009188,625,0,1,3,40,18.0,0,2,0,5
5219,F00009189,625,0,1,3,45,31.0,0,1,0,5
5220,F00009191,625,0,1,3,55,28.0,0,2,0,5
5221,F00009193,625,0,1,3,20,25.0,0,2,1,6
5222,F00009194,677,0,0,3,25,41.0,0,2,0,4
5223,F00009196,677,0,0,3,50,26.0,0,2,0,4
5224,F00009198,677,0,0,3,60,41.0,0,2,0,4
5225,F00009201,677,0,0,3,30,37.0,0,1,1,5
5226,F00009202,677,0,0,3,40,35.0,0,1,1,5
5227,F00009203,677,0,1,3,5,15.0,0,2,0,5
5228,F00009205,677,0,1,3,10,33.0,0,3,0,5
5229,F00009206,677,0,1,3,30,43.0,0,2,0,5
5230,F00009208,677,0,1,3,45,40.0,0,1,0,5
5231,F00009210,677,0,1,3,80,30.0,0,1,0,5
5232,F00009211,677,0,1,3,20,31.0,0,1,1,6
5233,F00009214,677,0,1,3,20,27.0,0,1,2,6
5234,F00009215,731,0,0,3,5,36.0,0,2,0,4
5235,F00009218,732,0,0,3,25,43.0,0,3,0,4
5236,F00009221,731,0,0,3,50,39.0,0,2,0,4
5237,F00009223,731,0,0,3,55,,0,1,0,4
5238,F00009225,731,0,1,3,10,29.0,0,1,0,5
5239,F00009228,731,0,1,3,25,16.0,0,2,0,5
5240,F00009229,731,0,1,3,30,,0,2,0,5
5241,F00009230,732,0,1,3,45,35.0,0,2,0,5
5242,F00009232,731,0,1,3,70,32.0,0,2,0,5
5243,F00009233,731,0,1,3,30,36.0,0,2,1,6
5244,F00009235,731,0,1,3,45,30.0,0,2,1,6
5245,F00009237,789,0,0,3,30,38.0,0,3,0,4
5246,F00009238,789,0,0,3,40,40.0,0,3,0,4
5247,F00009239,790,0,0,3,60,43.0,0,1,0,4
5248,F00009240,789,0,0,3,70,,0,2,0,4
5249,F00009244,789,0,1,3,50,31.0,0,2,1,6
5250,F00009246,790,0,1,3,30,32.0,0,1,1,6
5251,F00009248,851,0,0,3,10,42.0,0,2,0,4
5252,F00009249,851,0,0,3,10,46.0,0,2,0,4
5253,F00009251,851,0,0,3,20,40.0,0,1,0,4
5254,F00009252,851,0,0,3,25,,0,2,0,4
5255,F00009256,851,0,0,3,30,43.0,0,2,0,4
5256,F00009257,850,0,0,3,60,39.0,0,3,0,4
5257,F00009259,850,0,0,3,20,30.0,0,2,1,5
5258,F00009260,851,0,0,3,40,,0,1,1,5
5259,F00009261,851,0,1,3,5,20.0,0,2,0,5
5260,F00009262,851,0,1,3,5,24.0,0,3,0,5
5261,F00009263,851,0,1,3,10,24.0,0,1,0,5
5262,F00009268,850,0,1,3,50,24.0,0,1,0,5
5263,F00009271,915,0,0,3,10,38.0,0,1,0,4
5264,F00009274,915,0,0,3,25,20.0,0,2,0,4
5265,F00009276,915,0,0,3,35,39.0,0,1,0,4
5266,F00009277,916,0,0,3,40,25.0,0,2,0,4
5267,F00009278,916,0,0,3,30,,0,2,1,5
5268,F00009281,915,0,1,3,5,33.0,0,2,0,5
5269,F00009282,916,0,1,3,15,28.0,0,3,0,5
5270,F00009283,915,0,1,3,20,34.0,0,3,0,5
5271,F00009285,915,0,1,3,35,33.0,0,2,0,5
5272,F00009286,915,0,1,3,20,35.0,0,2,1,6
5273,F00009287,915,0,1,3,30,42.0,0,1,1,6
5274,F00009288,916,0,1,3,15,,0,1,1,6
5275,F00009290,915,0,1,3,25,39.0,0,1,2,6
5276,F00009292,984,0,0,3,20,40.0,0,1,0,4
5277,F00009293,984,0,0,3,30,30.0,0,1,0,4
5278,F00009294,984,0,0,3,40,36.0,0,2,0,4
5279,F00009296,984,0,1,3,20,37.0,0,1,0,5
5280,F00009298,984,0,1,3,40,44.0,0,3,0,5
5281,F00009299,984,0,1,3,45,37.0,0,3,0,5
5282,F00009300,984,0,1,3,50,36.0,0,2,0,5
5283,F00009301,984,0,1,3,70,39.0,0,1,0,5
5284,F00009303,984,0,1,3,20,40.0,0,1,1,6
5285,F00009306,1056,0,0,3,20,28.0,0,1,0,4
5286,F00009310,1056,0,0,3,60,45.0,0,1,0,4
5287,F00009311,1056,0,0,3,20,43.0,0,2,1,5
5288,F00009312,1056,0,0,3,40,20.0,0,1,1,5
5289,F00009313,1056,0,0,3,20,45.0,0,1,1,5
5290,F00009314,1056,0,1,3,5,40.0,0,2,0,5
5291,F00009316,1056,0,1,3,15,42.0,0,1,0,5
5292,F00009319,1056,0,1,3,20,25.0,0,3,0,5
5293,F00009321,1056,0,1,3,30,26.0,0,1,0,5
5294,F00009322,1056,0,1,3,30,33.0,0,2,0,5
5295,F00009323,1056,0,1,3,40,18.0,0,1,0,5
5296,F00009324,1056,0,1,3,80,42.0,0,3,0,5
5297,F00009325,1056,0,1,3,20,42.0,0,1,1,6
5298,F00009327,1056,0,1,3,50,,0,2,1,6
5299,F00009328,1056,0,1,3,20,35.0,0,2,1,6
5300,F00009330,1132,0,0,3,20,,0,2,0,4
5301,F00009331,1132,0,0,3,35,37.0,0,1,0,4
5302,F00009333,1132,0,0,3,10,41.0,0,1,1,5
5303,F00009335,1132,0,0,3,20,41.0,0,2,1,5
5304,F00009340,1132,0,1,3,20,31.0,0,1,0,5
5305,F00009341,1132,0,1,3,20,34.0,0,2,0,5
5306,F00009342,1132,0,1,3,25,16.0,0,2,0,5
5307,F00009343,1132,0,1,3,25,30.0,0,3,0,5
5308,F00009344,1132,0,1,3,35,44.0,0,2,0,5
5309,F00009346,1132,0,1,3,40,39.0,0,1,0,5
5310,F00009348,1132,0,1,3,60,42.0,0,3,0,5
5311,F00009351,1132,0,1,3,40,38.0,0,2,1,6
5312,F00009353,1132,0,1,3,40,44.0,0,1,2,6
5313,F00009355,1212,0,0,3,15,24.0,0,2,0,4
5314,F00009357,1212,0,0,3,40,28.0,0,1,0,4
5315,F00009358,1212,0,0,3,5,,0,2,1,5
5316,F00009359,1212,0,0,3,35,44.0,0,3,2,5
5317,F00009362,1212,0,1,3,10,48.0,0,3,0,5
5318,F00009363,1212,0,1,3,20,22.0,0,2,0,5
5319,F00009364,1212,0,1,3,25,39.0,0,2,0,5
5320,F00009366,1212,0,1,3,30,35.0,0,1,0,5
5321,F00009368,1212,0,1,3,50,43.0,0,2,0,5
5322,F00009369,1212,0,1,3,55,33.0,0,2,0,5
5323,F00009370,1212,0,1,3,80,43.0,0,3,0,5
5324,F00009372,1212,0,1,3,40,39.0,0,1,1,6
5325,F00009373,1212,0,1,3,40,38.0,0,2,2,6
5326,F00009377,1297,0,0,3,25,,0,2,0,4
5327,F00009378,1296,0,0,3,50,44.0,0,2,0,4
5328,F00009379,1296,0,0,3,15,30.0,0,2,1,5
5329,F00009380,1296,0,0,3,15,45.0,0,1,1,5
5330,F00009381,1296,0,0,3,20,47.0,0,1,2,5
5331,F00009382,1296,0,0,3,40,47.0,0,3,2,5
5332,F00009384,1296,0,1,3,15,40.0,0,3,0,5
5333,F00009385,1297,0,1,3,15,51.0,0,2,0,5
5334,F00009386,1296,0,1,3,20,,0,2,0,5
5335,F00009390,1296,0,1,3,40,,0,3,0,5
5336,F00009392,1297,0,1,3,20,42.0,0,2,1,6
5337,F00009393,1296,0,1,3,40,47.0,0,1,1,6
5338,F00009394,1296,0,1,3,50,40.0,0,1,2,6
5339,F00009397,1385,0,0,3,25,51.0,0,2,0,4
5340,F00009400,1385,0,0,3,50,47.0,0,2,0,4
5341,F00009404,1385,0,0,3,20,45.0,0,2,1,5
5342,F00009405,1385,0,0,3,10,25.0,0,1,1,5
5343,F00009406,1385,0,0,3,20,42.0,0,3,1,5
5344,F00009408,1385,0,0,3,30,44.0,0,2,1,5
5345,F00009409,1385,0,0,3,40,44.0,0,1,1,5
5346,F00009411,1385,0,1,3,5,26.0,0,2,0,5
5347,F00009412,1385,0,1,3,10,20.0,0,2,0,5
5348,F00009414,1385,0,1,3,20,16.0,0,2,0,5
5349,F00009417,1385,0,1,3,20,30.0,0,1,1,6
5350,F00009418,1385,0,1,3,20,40.0,0,2,1,6
5351,F00009419,1385,0,1,3,40,41.0,0,2,2,6
5352,F00009420,1478,0,0,3,20,38.0,0,1,0,4
5353,F00009421,1478,0,0,3,25,37.0,0,1,0,4
5354,F00009424,1478,0,0,3,35,37.0,0,2,0,4
5355,F00009426,1478,0,0,3,10,45.0,0,3,1,5
5356,F00009428,1478,0,0,3,20,44.0,0,3,1,5
5357,F00009433,1478,0,1,3,10,44.0,0,1,0,5
5358,F00009434,1478,0,1,3,15,36.0,0,3,0,5
5359,F00009441,1478,0,1,3,30,43.0,0,2,1,6
5360,F00009443,1576,0,0,3,20,35.0,0,1,0,4
5361,F00009447,1575,0,0,3,5,41.0,0,2,1,5
5362,F00009448,1575,0,0,3,20,41.0,0,1,1,5
5363,F00009449,1575,0,0,3,20,53.0,0,1,2,5
5364,F00009450,1576,0,0,3,25,,0,2,2,5
5365,F00009452,1576,0,1,3,10,53.0,0,2,0,5
5366,F00009453,1575,0,1,3,20,20.0,0,1,0,5
5367,F00009455,1576,0,1,3,25,38.0,0,2,0,5
5368,F00009456,1576,0,1,3,30,40.0,0,2,0,5
